epoch,train_loss,train_top_1_accuracy,val_loss,val_top_1_accuracy
32,"tf.Tensor(0.26640877, shape=(), dtype=float32)","tf.Tensor(0.6014517, shape=(), dtype=float32)",0.00390625,0.5698972940444946
33,"tf.Tensor(0.26587114, shape=(), dtype=float32)","tf.Tensor(0.60167503, shape=(), dtype=float32)",0.00390625,0.5716837644577026
34,"tf.Tensor(0.26570538, shape=(), dtype=float32)","tf.Tensor(0.6014517, shape=(), dtype=float32)",0.00390625,0.5721304416656494
35,"tf.Tensor(0.265613, shape=(), dtype=float32)","tf.Tensor(0.6014517, shape=(), dtype=float32)",0.00390625,0.5721304416656494
36,"tf.Tensor(0.26551345, shape=(), dtype=float32)","tf.Tensor(0.60167503, shape=(), dtype=float32)",0.00390625,0.5721304416656494
37,"tf.Tensor(0.2654105, shape=(), dtype=float32)","tf.Tensor(0.6015634, shape=(), dtype=float32)",0.00390625,0.5721304416656494
38,"tf.Tensor(0.26533335, shape=(), dtype=float32)","tf.Tensor(0.6020101, shape=(), dtype=float32)",0.00390625,0.5725770592689514
39,"tf.Tensor(0.26529622, shape=(), dtype=float32)","tf.Tensor(0.6018984, shape=(), dtype=float32)",0.00390625,0.5725770592689514
40,"tf.Tensor(0.26527575, shape=(), dtype=float32)","tf.Tensor(0.60178673, shape=(), dtype=float32)",0.00390625,0.5725770592689514
41,"tf.Tensor(0.26525465, shape=(), dtype=float32)","tf.Tensor(0.6018984, shape=(), dtype=float32)",0.00390625,0.5725770592689514
42,"tf.Tensor(0.26524875, shape=(), dtype=float32)","tf.Tensor(0.6020101, shape=(), dtype=float32)",0.00390625,0.5725770592689514
43,"tf.Tensor(0.26525006, shape=(), dtype=float32)","tf.Tensor(0.6020101, shape=(), dtype=float32)",0.00390625,0.5725770592689514
